,Date,Open,High,Low,Close,Adj Close,Volume,shortAvg,longAvg,Signal,Position
25,2020-10-27,168.5,169.300003,166.75,167.199997,158.909256,45885092.0,168.34285628571428,168.16428485714286,1,1.0
26,2020-10-28,168.5,168.5,165.0,165.5,157.293533,16820774.0,167.94999914285714,168.04642814285717,0,-1.0
27,2020-10-29,165.0,165.949997,163.449997,163.850006,155.725372,21007139.0,167.43571471428572,167.7607138571429,0,0.0
28,2020-10-30,164.0,166.800003,163.350006,165.25,157.055939,16347325.0,167.09285842857142,167.26428549999997,0,0.0
29,2020-11-02,166.800003,167.199997,164.449997,166.75,158.481567,14370649.0,166.83571514285717,167.0214287857143,0,0.0
30,2020-11-03,167.199997,170.75,167.100006,170.100006,161.665466,22602903.0,166.74285885714286,167.1857147142857,0,0.0
31,2020-11-04,170.050003,171.800003,168.199997,169.800003,161.380341,18808819.0,166.92143028571428,167.52500042857145,0,0.0
32,2020-11-05,171.25,175.0,170.199997,174.75,166.084885,26997641.0,168.00000214285714,168.17142921428572,0,0.0
33,2020-11-06,176.5,177.199997,173.399994,173.949997,165.324554,34252005.0,169.20714457142859,168.57857185714283,1,1.0
34,2020-11-09,173.949997,177.300003,171.850006,172.800003,164.231583,35286484.0,170.48571557142856,168.96071514285717,1,0.0
35,2020-11-10,175.0,179.550003,171.850006,178.350006,169.506378,57459436.0,172.357145,169.72500171428572,1,0.0
36,2020-11-11,179.600006,185.899994,178.600006,185.300003,176.11174,63318644.0,175.00714542857142,170.92143028571428,1,0.0
37,2020-11-12,185.199997,188.75,183.850006,188.0,178.677856,46367792.0,177.5642874285714,172.15357314285714,1,0.0
38,2020-11-13,187.199997,188.800003,185.550003,187.100006,177.822495,28198725.0,180.03571642857145,173.47857335714284,1,0.0
39,2020-11-14,207.0,211.5,206.0,207.75,208.649994,23891325.0,184.75000214285714,176.37500214285714,1,0.0
40,2020-11-17,189.0,189.399994,186.399994,187.350006,178.060104,20950589.0,186.66428914285714,177.93571685714284,1,0.0
41,2020-11-18,186.800003,188.449997,182.75,184.050003,174.923737,26595992.0,188.271432,179.3785737857143,1,0.0
42,2020-11-19,182.800003,191.800003,182.699997,187.899994,178.582825,48984610.0,189.635716,180.99643050000003,1,0.0
43,2020-11-20,188.800003,192.0,186.050003,191.699997,182.194397,45307312.0,190.55000085714283,182.7785731428571,1,0.0
44,2020-11-23,192.0,192.5,188.649994,190.850006,181.386551,23180456.0,190.9571445714286,184.260716,1,0.0
45,2020-11-24,190.600006,196.449997,190.600006,195.550003,185.8535,45411815.0,192.164287,186.10000171428572,1,0.0
46,2020-11-25,196.0,197.949997,192.5,193.850006,184.237808,41659179.0,190.1785735714286,187.46428785714284,1,0.0
47,2020-11-26,195.100006,195.850006,192.550003,194.800003,185.140686,24222956.0,191.24285885714283,188.95357400000003,1,0.0
48,2020-11-27,194.449997,195.75,193.199997,193.649994,184.047699,31385396.0,192.61428614285714,190.44285907142856,1,0.0
49,2020-12-01,195.0,196.350006,192.399994,194.399994,184.760513,15893346.0,193.54285757142856,191.58928678571428,1,0.0
50,2020-12-02,195.0,198.75,193.550003,195.949997,186.233658,28425948.0,194.15000042857145,192.35000064285714,1,0.0
51,2020-12-03,197.199997,197.199997,194.550003,196.199997,186.471268,28009042.0,194.91428485714286,192.9357147142857,1,0.0
52,2020-12-04,196.850006,199.350006,196.5,198.199997,188.372086,22152332.0,195.29285542857141,193.72857121428572,1,0.0
53,2020-12-07,198.199997,203.75,197.600006,203.149994,193.07663,35693450.0,196.62142514285713,193.39999935714283,1,0.0
54,2020-12-08,203.899994,204.699997,199.550003,202.449997,192.411346,30853963.0,197.71428142857144,194.47857014285714,1,0.0
55,2020-12-09,205.0,207.800003,204.649994,205.399994,195.215073,39684395.0,199.39285285714283,196.00356949999997,1,0.0
56,2020-12-10,206.649994,213.649994,203.149994,212.699997,202.153091,65227495.0,202.00713900000002,197.77499828571428,1,0.0
57,2020-12-11,214.449997,217.949997,213.350006,216.300003,205.574585,60322445.0,204.9142827142857,199.53214157142855,1,0.0
58,2020-12-14,217.949997,218.600006,215.0,215.899994,205.194412,26990063.0,207.728568,201.3214264285714,1,0.0
59,2020-12-15,215.25,216.399994,211.600006,213.550003,202.960953,23255609.0,209.92142600000003,202.6071407142857,1,0.0
60,2020-12-16,213.75,215.550003,213.5,214.0,203.388626,19551630.0,211.47142685714286,204.04642600000003,1,0.0
61,2020-12-17,214.199997,215.100006,211.25,213.050003,202.485748,22386185.0,212.98571342857142,205.3499974285714,1,0.0
62,2020-12-18,213.100006,215.949997,209.75,214.5,203.863846,23775053.0,214.28571428571428,206.83928357142855,1,0.0
63,2020-12-21,214.5,214.699997,199.149994,202.949997,192.886551,41834797.0,212.89285714285714,207.44999807142858,1,0.0
64,2020-12-22,203.100006,206.25,196.899994,203.399994,193.31424,40986353.0,211.04999871428572,207.9821407142857,1,0.0
65,2020-12-23,203.0,208.25,202.0,207.75,197.448547,23695667.0,209.88571385714286,208.80714092857144,1,0.0
66,2020-12-24,210.0,210.649994,205.600006,208.600006,198.256409,22768284.0,209.17857142857142,209.54999871428572,0,-1.0
67,2020-12-28,209.0,210.199997,207.850006,209.5,199.111771,15741000.0,208.53571428571428,210.00357057142858,0,0.0
68,2020-12-29,210.5,213.5,210.100006,211.550003,201.06012,26546469.0,208.32142857142858,210.653571,0,0.0
69,2020-12-30,212.699997,213.5,209.550003,211.149994,200.679947,18925262.0,207.8428562857143,211.0642852857143,0,0.0
70,2020-12-31,210.550003,211.300003,208.550003,209.0,198.636566,18245270.0,208.70714242857142,210.79999978571428,0,0.0
71,2021-01-01,209.899994,214.199997,209.300003,213.850006,203.246078,19527333.0,210.20000128571428,210.625,0,0.0
72,2021-01-04,214.0,216.0,212.100006,213.399994,202.81839,26891799.0,211.0071432857143,210.44642857142858,1,1.0
73,2021-01-05,212.449997,213.25,210.600006,211.449997,200.965088,18024083.0,211.41428485714283,210.29642814285714,1,0.0
74,2021-01-06,211.449997,211.5,204.5,205.399994,195.215073,49067837.0,210.82856971428572,209.68214199999997,1,0.0
75,2021-01-07,206.100006,207.600006,202.100006,202.800003,192.744003,34952401.0,209.5785697142857,208.94999914285717,1,0.0
76,2021-01-08,204.350006,206.0,200.25,201.5,191.508469,56427360.0,208.19999914285714,208.02142771428572,1,0.0
77,2021-01-11,204.0,206.100006,201.25,202.5,192.458862,42970983.0,207.2714277142857,207.98928507142858,0,-1.0
78,2021-01-12,203.0,206.899994,201.600006,206.449997,196.213013,35617404.0,206.21428357142855,208.20714242857142,0,0.0
79,2021-01-13,207.449997,213.0,205.25,211.25,200.774994,63925996.0,205.90714157142858,208.45714242857142,0,0.0
80,2021-01-14,212.0,216.5,211.600006,214.149994,203.531204,48304263.0,206.29285542857141,208.85357014285714,0,0.0
81,2021-01-15,214.899994,218.5,211.199997,217.850006,207.047729,58321158.0,208.07142857142858,209.44999914285714,0,0.0
82,2021-01-18,218.399994,222.0,214.600006,219.75,208.853516,67607822.0,210.49285671428575,210.03571321428572,1,1.0
83,2021-01-19,221.0,221.699997,217.5,218.850006,207.998154,31785089.0,212.971429,210.58571407142858,1,0.0
84,2021-01-20,218.5,219.0,215.699997,217.649994,206.857651,44672447.0,215.13571385714286,211.20357078571425,1,0.0
85,2021-01-21,219.0,219.5,212.199997,213.699997,203.1035,28999164.0,216.17142814285714,211.19285585714286,1,0.0
86,2021-01-22,214.0,214.75,209.149994,210.699997,200.252274,24712182.0,216.09285628571428,210.99999892857142,1,0.0
87,2021-01-25,212.0,212.5,206.850006,207.800003,197.496063,24967899.0,215.18571471428572,210.73928507142858,1,0.0
88,2021-01-27,208.0,212.649994,207.100006,210.649994,200.204727,48471357.0,214.15714157142858,211.11428507142858,1,0.0
89,2021-01-28,209.25,211.0,205.75,206.600006,196.355576,22131983.0,212.278571,211.38571385714286,1,0.0
90,2021-01-29,208.550003,208.800003,202.350006,203.25,193.171677,23764654.0,210.04999871428572,211.51071385714286,0,-1.0
91,2021-02-01,204.0,217.949997,201.800003,215.949997,205.241928,57744414.0,209.80714199999997,212.47142792857144,0,0.0
92,2021-02-02,220.0,223.5,217.0,218.199997,207.380371,48457781.0,210.44999914285714,213.31071364285714,0,0.0
93,2021-02-03,221.5,222.0,215.699997,216.75,206.002274,53643263.0,211.3142852857143,213.70357078571428,0,0.0
94,2021-02-04,216.100006,231.399994,216.0,229.949997,218.547745,105818897.0,214.47857014285714,214.83214242857142,0,0.0
95,2021-02-05,232.149994,238.850006,227.25,234.350006,222.729568,125490301.0,217.86428614285714,216.0107138571429,1,1.0
96,2021-02-08,237.5,238.050003,231.5,233.100006,221.54155,41495834.0,221.65000042857145,216.96428571428572,1,0.0
97,2021-02-09,234.600006,239.199997,228.199997,229.0,217.644836,70655961.0,225.32857185714286,217.68928528571428,1,0.0
98,2021-02-10,229.0,231.100006,223.100006,227.550003,216.266754,47283127.0,226.98571557142856,218.3964287857143,1,0.0
99,2021-02-11,229.0,229.300003,224.5,226.449997,215.221298,43631374.0,228.164287,219.30714307142856,1,0.0
100,2021-02-12,225.75,225.75,215.800003,217.449997,206.667557,110568108.0,228.26428657142856,219.78928592857142,1,0.0
101,2021-02-15,218.449997,221.0,217.5,218.600006,207.760544,31776555.0,226.6428592857143,220.56071471428572,1,0.0
102,2021-02-16,219.050003,221.800003,217.25,218.25,207.427887,29148891.0,224.34285842857142,221.1035722857143,1,0.0
103,2021-02-17,217.600006,218.399994,216.550003,217.75,206.952682,19850516.0,222.15000042857142,221.90000042857145,1,0.0
104,2021-02-18,218.199997,220.600006,217.899994,218.850006,207.998154,24070563.0,220.70000128571428,223.01428657142858,0,-1.0
105,2021-02-19,218.850006,218.899994,214.0,215.949997,205.241928,28125203.0,219.04285757142858,223.01428657142856,0,0.0
106,2021-02-22,212.0,212.0,206.0,207.050003,201.447464,51546288.0,216.27142985714286,222.21785842857142,0,0.0
107,2021-02-23,208.0,210.550003,207.0,208.5,202.858231,26675953.0,214.99285885714286,221.6285727142857,0,0.0
108,2021-02-24,209.100006,209.800003,206.5,208.850006,203.198761,13160617.0,213.60000171428575,220.1214305,0,0.0
109,2021-02-25,209.5,211.199997,208.800003,209.149994,203.490631,25954142.0,212.30000085714286,218.3214296428571,0,0.0
110,2021-02-26,207.25,208.0,203.0,203.850006,198.334061,43429293.0,210.31428742857148,216.23214392857145,0,0.0
111,2021-03-01,205.449997,207.75,204.050003,206.899994,201.301514,16225536.0,208.60714285714286,214.65357207142856,0,0.0
112,2021-03-02,207.0,210.800003,206.5,209.899994,204.220337,25604169.0,207.74285671428575,213.39285714285714,0,0.0
113,2021-03-03,212.0,212.0,208.800003,209.949997,204.268997,20846117.0,208.15714157142858,212.21428571428572,0,0.0
114,2021-03-04,208.800003,211.300003,207.600006,209.699997,204.025757,24899212.0,208.32856971428572,211.66071428571428,0,0.0
115,2021-03-05,208.0,210.0,207.199997,208.550003,202.906876,17323590.0,208.28571214285716,210.94285692857142,0,0.0
116,2021-03-08,209.699997,210.800003,207.699997,208.0,202.371765,22988740.0,208.1214272857143,210.21071407142855,0,0.0
117,2021-03-09,208.699997,209.75,204.75,207.800003,202.17717,22593086.0,208.68571257142852,209.5,0,0.0
118,2021-03-10,209.100006,209.199997,205.800003,206.5,200.912354,19603214.0,208.62857057142855,208.61785671428575,1,1.0
119,2021-03-12,208.0,208.0,203.5,205.199997,199.647522,30787960.0,207.95714242857144,207.84999957142855,1,0.0
120,2021-03-15,205.850006,206.0,201.600006,205.449997,199.890762,41115805.0,207.31428528571428,207.73571342857144,0,-1.0
121,2021-03-16,206.399994,208.899994,204.949997,207.850006,202.22583,48763187.0,207.05000085714286,207.68928528571428,0,0.0
122,2021-03-17,212.199997,213.899994,208.550003,210.600006,204.901413,78578698.0,207.34285842857142,207.8142852857143,0,0.0
123,2021-03-18,213.0,219.100006,211.899994,217.649994,211.760635,91993104.0,208.72142899999997,208.42142814285714,1,1.0
124,2021-03-19,219.0,226.149994,215.550003,222.949997,216.917221,134184994.0,210.8857138571429,209.78571321428572,1,0.0
125,2021-03-22,223.300003,226.399994,221.5,226.0,219.884705,46050245.0,213.67142814285717,211.14999935714286,1,0.0
126,2021-03-23,225.0,228.100006,221.300003,222.199997,216.187515,41564683.0,216.09999957142855,212.028571,1,0.0
127,2021-03-24,221.0,222.800003,215.25,215.949997,210.106644,27609243.0,217.59999957142855,212.45714242857144,1,0.0
128,2021-03-25,215.149994,215.949997,209.050003,211.600006,205.874359,40681282.0,218.1357138571429,212.59285735714283,1,0.0
129,2021-03-26,214.25,214.449997,210.350006,210.899994,205.193283,26079435.0,218.17856928571427,212.7607138571429,1,0.0
130,2021-03-30,213.25,215.0,210.399994,214.550003,208.744522,27792033.0,217.73571342857144,213.22857121428572,1,0.0
131,2021-03-31,214.050003,219.300003,212.699997,218.5,212.587646,36485322.0,217.09999957142855,213.9928567142857,1,0.0
132,2021-04-01,220.0,220.600006,217.300003,220.050003,214.095703,29062762.0,216.25,214.96071407142855,1,0.0
133,2021-04-05,217.600006,220.0,210.5,212.550003,206.798645,31378045.0,214.87142942857145,215.48571450000003,0,-1.0
134,2021-04-06,213.800003,214.949997,210.149994,212.649994,206.895935,25674227.0,214.40000042857145,216.0,0,0.0
135,2021-04-07,212.699997,215.199997,212.449997,213.800003,208.014816,15204883.0,214.71428571428572,216.42499978571428,0,0.0
136,2021-04-08,214.850006,216.100006,212.850006,213.25,207.479706,14116874.0,215.05000085714286,216.61428507142858,0,0.0
137,2021-04-09,213.75,215.949997,212.550003,213.100006,207.333771,16364247.0,214.84285842857142,216.28928592857142,0,0.0
138,2021-04-12,210.0,211.0,205.0,205.300003,199.744827,34511670.0,212.95714457142859,215.02857207142856,0,0.0
139,2021-04-13,207.0,209.699997,206.0,208.699997,203.052811,20247639.0,211.33571514285714,213.79285757142858,0,0.0
140,2021-04-15,209.0,210.449997,206.0,206.699997,201.106934,17530742.0,210.5,212.68571471428572,0,0.0
141,2021-04-16,208.0,209.25,206.5,207.949997,202.323105,13311926.0,209.82857185714286,212.1142861428571,0,0.0
142,2021-04-19,205.0,206.100006,203.75,205.600006,200.036713,15792299.0,208.6571437142857,211.68571471428572,0,0.0
143,2021-04-20,206.199997,207.0,202.5,203.550003,198.042175,21364882.0,207.27142985714286,211.16071535714283,0,0.0
144,2021-04-22,202.0,206.300003,200.550003,205.899994,200.328583,23139735.0,206.24285671428575,210.54285757142858,0,0.0
145,2021-04-23,204.25,207.0,204.25,205.350006,199.793472,19625381.0,206.25,209.6035722857143,0,0.0
146,2021-04-26,205.800003,206.75,204.699997,205.300003,199.744827,19886214.0,205.76428657142858,208.55000085714286,0,0.0
147,2021-04-27,205.300003,206.949997,205.050003,205.399994,199.842102,11444814.0,205.57857185714283,208.03928592857142,0,0.0
148,2021-04-28,206.0,206.5,205.300003,205.5,199.939407,12708021.0,205.22857228571428,207.52857207142856,0,0.0
149,2021-04-29,207.100006,207.550003,204.050003,204.300003,198.771881,13096755.0,205.04285757142858,206.85000064285714,0,0.0
150,2021-04-30,203.899994,205.699997,202.0,202.600006,197.117889,16495657.0,204.90714371428572,206.08928678571428,0,0.0
151,2021-05-03,201.199997,201.850006,200.0,200.949997,195.512527,20611626.0,204.2000012857143,205.221429,0,0.0
152,2021-05-04,201.199997,202.350006,199.100006,199.600006,194.199066,18259282.0,203.3785727142857,204.8142863571429,0,0.0
153,2021-05-05,201.449997,202.0,199.5,201.399994,195.950348,13862655.0,202.82142857142858,204.29285757142858,0,0.0
154,2021-05-06,202.300003,205.949997,202.100006,202.75,197.263824,14320889.0,202.44285800000003,204.01071492857142,0,0.0
155,2021-05-07,202.949997,206.449997,202.949997,205.350006,199.793472,19463495.0,202.42143028571428,203.8250012857143,0,0.0
156,2021-05-10,207.149994,207.449997,205.0,205.550003,199.988052,16295368.0,202.60000171428572,203.82142964285714,0,0.0
157,2021-05-11,203.899994,206.5,203.75,204.0,198.479996,13747541.0,202.80000085714286,203.8535722857143,0,0.0
158,2021-05-12,203.899994,205.25,202.850006,203.25,197.75029,16537612.0,203.1285727142857,203.664287,0,0.0
159,2021-05-14,205.0,213.199997,204.0,212.25,206.50676,61647120.0,204.93571471428572,204.15714371428572,1,1.0
160,2021-05-17,216.800003,217.0,211.649994,212.600006,206.84729,38001828.0,206.53571642857145,204.6785725,1,0.0
161,2021-05-18,214.100006,214.600006,209.649994,210.050003,204.366287,30479551.0,207.57857399999997,205.010716,1,0.0
162,2021-05-19,210.050003,211.399994,207.550003,207.75,202.128525,24405319.0,207.92143028571428,205.17143028571428,1,0.0
163,2021-05-20,208.449997,209.300003,206.800003,207.0,201.398819,20884367.0,208.1285727142857,205.36428721428572,1,0.0
164,2021-05-21,207.600006,209.850006,207.399994,209.050003,203.393356,22638020.0,208.85000171428572,205.82500128571428,1,0.0
165,2021-05-24,209.5,212.050003,207.75,211.5,205.777054,28865798.0,210.02857314285714,206.57857292857145,1,0.0
166,2021-05-25,213.0,213.399994,210.25,210.899994,205.193283,25334878.0,209.83571514285717,207.38571492857142,1,0.0
167,2021-05-26,211.800003,212.449997,210.300003,210.600006,204.901413,17576137.0,209.55000085714283,208.04285864285717,1,0.0
168,2021-05-27,211.0,214.149994,210.300003,211.149994,205.436523,47554219.0,209.70714242857144,208.64285821428572,1,0.0
169,2021-05-28,212.5,213.5,211.550003,212.899994,207.13916,25597550.0,210.44285585714286,209.18214307142856,1,0.0
170,2021-05-31,215.0,217.899994,214.399994,216.600006,210.739059,73039531.0,211.8142852857143,209.971429,1,0.0
171,2021-06-01,218.0,219.399994,214.25,215.25,209.425583,38755111.0,212.69999914285714,210.77500042857145,1,0.0
172,2021-06-02,210.5,212.449997,208.600006,209.0,203.344696,96654991.0,212.34285628571428,211.18571471428572,1,0.0
173,2021-06-03,210.75,210.75,208.699997,209.050003,203.393356,46657520.0,212.07857185714286,210.9571435,1,0.0
174,2021-06-04,209.5,209.699997,208.0,208.75,203.101471,30126021.0,211.81428528571428,210.68214307142856,1,0.0
175,2021-06-07,210.399994,212.399994,210.199997,211.449997,205.728409,31433280.0,211.85714285714286,210.78214264285717,1,0.0
176,2021-06-08,212.199997,214.25,211.199997,213.649994,207.868866,21261361.0,211.96428571428572,211.20357078571428,1,0.0
177,2021-06-09,214.0,214.75,211.5,212.5,206.75,24887924.0,211.37857057142855,211.59642792857144,0,-1.0
178,2021-06-10,208.699997,211.399994,207.5,209.300003,209.300003,30719587.0,210.528571,211.61428507142855,0,0.0
179,2021-06-11,210.300003,210.449997,207.75,207.899994,207.899994,21424291.0,210.3714272857143,211.3571417857143,0,0.0
180,2021-06-14,207.949997,208.449997,205.199997,207.300003,207.300003,17677889.0,210.1214272857143,211.09999957142855,0,0.0
181,2021-06-15,207.550003,208.399994,207.0,207.050003,207.050003,14854294.0,209.87857057142858,210.8464279285714,0,0.0
182,2021-06-16,207.050003,209.350006,207.050003,207.850006,207.850006,20104244.0,209.36428614285714,210.6107145,0,0.0
183,2021-06-17,206.949997,208.0,205.0,205.649994,205.649994,21476893.0,208.221429,210.09285735714283,0,0.0
184,2021-06-18,206.0,206.449997,202.5,204.550003,204.550003,23567549.0,207.08571514285717,209.23214285714286,0,0.0
185,2021-06-21,203.100006,206.0,202.399994,204.449997,204.449997,19074685.0,206.39285714285714,208.46071407142855,0,0.0
186,2021-06-22,206.100006,206.25,204.350006,205.100006,205.100006,18042675.0,205.99285885714286,208.18214307142856,0,0.0
187,2021-06-23,205.649994,205.850006,203.600006,203.949997,203.949997,12575210.0,205.51428657142858,207.81785692857144,0,0.0
188,2021-06-24,204.449997,204.649994,202.550003,203.25,203.25,22435272.0,204.97142899999997,207.4249997857143,0,0.0
189,2021-06-25,204.0,205.600006,203.75,205.050003,205.050003,13877208.0,204.57142857142858,206.96785735714283,0,0.0
190,2021-06-28,205.899994,205.899994,203.350006,203.600006,203.600006,14627153.0,204.27857314285714,206.25000107142858,0,0.0
191,2021-06-29,203.600006,205.300003,203.149994,203.300003,203.300003,13326068.0,204.1000017142857,205.59285842857142,0,0.0
192,2021-06-30,204.300003,204.399994,202.550003,202.699997,202.699997,15942408.0,203.85000171428572,205.12142942857145,0,0.0
193,2021-07-01,202.899994,203.800003,202.149994,203.0,203.0,10191296.0,203.55000085714286,204.77142985714286,0,0.0
194,2021-07-02,203.300003,203.699997,202.25,202.399994,202.399994,12698779.0,203.32857185714283,204.42142921428572,0,0.0
195,2021-07-05,203.0,204.100006,202.699997,203.649994,203.649994,10248249.0,203.38571385714286,204.17857142857142,0,0.0
196,2021-07-06,203.25,203.800003,202.25,202.5,202.5,11088659.0,203.02142771428572,203.79642814285714,0,0.0
197,2021-07-07,202.5,205.199997,202.300003,203.75,203.75,17879443.0,203.04285542857141,203.66071428571428,0,0.0
198,2021-07-08,203.5,204.5,201.800003,202.0,202.0,20925008.0,202.8571407142857,203.4785712142857,0,0.0
199,2021-07-09,202.0,202.350006,200.899994,201.350006,201.350006,11834045.0,202.66428485714283,203.2571432857143,0,0.0
200,2021-07-12,202.0,202.550003,200.949997,201.100006,201.100006,13085323.0,202.39285714285714,202.971429,0,0.0
201,2021-07-13,202.0,202.199997,201.350006,201.850006,201.850006,10830411.0,202.31428742857142,202.82142964285714,0,0.0
202,2021-07-14,201.850006,205.149994,201.699997,204.100006,204.100006,20480406.0,202.37857485714287,202.88214435714283,0,0.0
203,2021-07-15,204.399994,208.5,202.899994,206.25,206.25,28852257.0,202.91428914285714,202.96785842857142,0,0.0
204,2021-07-16,207.699997,209.649994,207.199997,207.899994,207.899994,29019824.0,203.50714542857142,203.27500042857145,1,1.0
205,2021-07-19,206.800003,209.5,206.350006,207.75,207.75,16464973.0,204.32857399999997,203.5928573571429,1,0.0
206,2021-07-20,208.199997,209.300003,206.399994,206.800003,206.800003,23656813.0,205.107145,203.88571492857142,1,0.0
207,2021-07-22,207.0,208.25,205.850006,207.0,207.0,18311537.0,205.95000128571428,204.17142921428572,1,0.0
208,2021-07-23,207.0,213.600006,206.5,212.399994,212.399994,44526781.0,207.45714242857144,204.88571492857142,1,0.0
209,2021-07-26,214.0,215.350006,210.800003,211.149994,211.149994,47263771.0,208.46428357142855,205.42142921428572,1,0.0
210,2021-07-27,212.0,213.0,207.949997,208.649994,208.649994,24436949.0,208.80713985714283,205.86071450000003,1,0.0
211,2021-07-28,208.300003,210.0,207.449997,209.100006,209.100006,14736840.0,208.97857014285714,206.24285778571428,1,0.0
212,2021-07-29,209.100006,210.199997,205.649994,206.050003,206.050003,15603733.0,208.73571342857144,206.53214371428572,1,0.0
213,2021-07-30,206.100006,207.100006,204.600006,204.949997,204.949997,14940336.0,208.47142685714286,206.78928592857145,1,0.0
214,2021-08-02,206.449997,207.5,205.449997,207.300003,207.300003,9674128.0,208.51428442857144,207.23214285714286,1,0.0
215,2021-08-03,207.5,210.899994,206.449997,209.899994,209.899994,18468527.0,208.15714157142858,207.80714199999997,1,0.0
216,2021-08-04,210.899994,211.100006,208.100006,208.600006,208.600006,10998260.0,207.79285757142858,208.12857057142858,0,-1.0
217,2021-08-05,208.600006,216.75,206.899994,215.25,215.25,47178466.0,208.73571557142856,208.77142771428572,0,0.0
218,2021-08-06,215.399994,216.0,212.600006,214.25,214.25,23581637.0,209.471429,209.22499957142855,1,1.0
219,2021-08-09,215.0,217.149994,212.699997,213.800003,213.800003,20358146.0,210.57857185714283,209.6571426428571,1,0.0
220,2021-08-10,214.0,214.449997,208.550003,209.850006,209.850006,18155926.0,211.27857314285714,209.875,1,0.0
221,2021-08-11,209.850006,210.600006,207.449997,208.649994,208.649994,15418634.0,211.47142899999997,209.9928567142857,1,0.0
222,2021-08-12,210.25,214.199997,208.350006,208.899994,208.899994,27692208.0,211.32857185714286,209.74285671428575,1,0.0
223,2021-08-13,209.850006,212.300003,209.199997,211.449997,211.449997,18850939.0,211.73571342857142,209.76428549999997,1,0.0
224,2021-08-16,211.399994,213.25,210.5,210.899994,210.899994,11190075.0,211.114284,209.92499978571428,1,0.0
225,2021-08-17,210.800003,211.5,208.800003,209.199997,209.199997,7858486.0,210.392855,209.93214200000003,1,0.0
226,2021-08-18,209.600006,211.5,208.350006,208.949997,208.949997,10735658.0,209.699997,210.13928442857144,0,-1.0
227,2021-08-20,207.0,210.699997,206.699997,208.899994,208.899994,19421004.0,209.564281,210.42142707142858,0,0.0
228,2021-08-23,209.5,210.199997,206.0,206.300003,206.300003,9936365.0,209.228568,210.3499985,0,0.0
229,2021-08-24,207.0,207.0,204.699997,205.75,205.75,12490094.0,208.77856885714286,210.05357035714286,0,0.0
230,2021-08-25,206.399994,207.899994,206.0,206.399994,206.399994,10586894.0,208.05713985714286,209.89642664285716,0,0.0
231,2021-08-26,206.399994,206.850006,204.350006,204.600006,204.600006,14836173.0,207.15714157142858,209.13571278571428,0,0.0
232,2021-08-27,205.0,206.850006,204.899994,205.899994,205.899994,10476384.0,206.68571257142858,208.5392837857143,0,0.0
